"resource_uri","id","pacer_rss_entry_types","fjc_court_id","date_modified","in_use","has_opinion_scraper","has_oral_argument_scraper","position","citation_string","short_name","full_name","url","start_date","jurisdiction","pacer_court_id","end_date","pacer_has_rss_feed"
"https://www.courtlistener.com/api/rest/v3/courts/wiwb/","wiwb","all","58","2020-07-27T23:11:06.695911-07:00",TRUE,FALSE,FALSE,199.1,"Bankr. W.D. Wis.","W.D. Wisconsin","United States Bankruptcy Court, W.D. Wisconsin","http://www.wiwb.uscourts.gov/",NA,"FB",204,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/wyb/","wyb","all","89","2020-07-27T23:15:10.498569-07:00",TRUE,FALSE,FALSE,199.5,"Bankr. D. Wyo.","D. Wyoming","United States Bankruptcy Court, D. Wyoming","http://www.wyb.uscourts.gov/",NA,"FB",206,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/gub/","gub","all","93","2020-07-27T23:15:10.328275-07:00",TRUE,FALSE,FALSE,199.6,"Bankr. D. Guam","D. Guam","United States Bankruptcy Court, D. Guam","https://en.wikipedia.org/wiki/District_Court_of_Guam",NA,"FB",58,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/nmib/","nmib","answer,appeal,court,motion,order","94","2020-07-27T23:15:10.294556-07:00",TRUE,FALSE,FALSE,199.65,"Bankr. N. Mar. I.","Northern Mariana Islands","United States Bankruptcy Court, Northern Mariana Islands","http://www.nmid.uscourts.gov/",NA,"FB",138,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/prb/","prb","all","04","2020-07-27T23:15:15.606189-07:00",TRUE,FALSE,FALSE,199.7,"Bankr. D.P.R.","D. Puerto Rico","United States Bankruptcy Court, D. Puerto Rico","http://www.prb.uscourts.gov/",NA,"FB",158,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/vib/","vib","answer,appeal,motion,order","91","2020-07-27T23:15:10.561409-07:00",TRUE,FALSE,FALSE,199.8,"Bankr. D.V.I.","D. Virgin Islands","United States Bankruptcy Court, D. Virgin Islands","http://www.vid.uscourts.gov/",NA,"FB",192,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/usdistct/","usdistct","","","2022-02-16T14:13:05.581687-08:00",FALSE,FALSE,FALSE,200,"","U.S. District Court","United States District Court","","1789-01-01","FD",NA,NA,NA
"https://www.courtlistener.com/api/rest/v3/courts/dcd/","dcd","all","90","2020-07-27T23:10:06.610741-07:00",TRUE,TRUE,FALSE,200.5,"D.D.C.","District of Columbia","District Court, District of Columbia","http://www.dcd.uscourts.gov/",NA,"FD",45,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/ald/","ald","","","2018-05-25T14:40:25.727214-07:00",FALSE,FALSE,FALSE,200.9,"D. Ala.","D. Alabama","District Court, D. Alabama","","1820-04-21","FD",NA,"1824-03-10",NA
"https://www.courtlistener.com/api/rest/v3/courts/almd/","almd","order,order-cr,motion","27","2020-07-27T23:18:14.673226-07:00",TRUE,FALSE,FALSE,201,"M.D. Ala.","M.D. Alabama","District Court, M.D. Alabama","http://www.almd.uscourts.gov/",NA,"FD",17,NA,TRUE
"https://www.courtlistener.com/api/rest/v3/courts/alnd/","alnd","","26","2013-08-14T22:35:30-07:00",TRUE,FALSE,FALSE,201.5,"N.D. Ala.","N.D. Alabama","District Court, N.D. Alabama","http://www.alnd.uscourts.gov/",NA,"FD",19,NA,FALSE
